Date, City, Temperature, Pressure, Windspeed, WindDirection
13/05/2019, London, 11, 987, 0, 90
13/05/2019, Rognedino, 11, 953, 2, 185
13/05/2019, Chinchero, 26, 949, 23, 26
13/05/2019, Smarhon’, 44, 950, 8, 300
13/05/2019, Novoaltaysk, 36, 971, 15, 14
13/05/2019, Longtang, 42, 1033, 1, 210
13/05/2019, Liliongan, 34, 963, 7, 65
13/05/2019, Belusovka, 27, 907, 24, 94
13/05/2019, Banepa, -2, 1031, 1, 175
13/05/2019, Merke, 13, 998, 13, 135
13/05/2019, Jeziorany, 21, 948, 30, 152
13/05/2019, Kindersley, 18, 949, 16, 249
13/05/2019, Corralillo, 10, 1018, 28, 291
13/05/2019, Perovo, -3, 980, 20, 80
13/05/2019, Cigaleuh Kulon, 13, 901, 17, 5
13/05/2019, Padaimut, -4, 906, 29, 313
13/05/2019, Atsugi, 14, 912, 15, 47
13/05/2019, Podgornoye, 17, 994, 16, 187
13/05/2019, Toledo, 39, 927, 6, 109
13/05/2019, San Pedro, 37, 940, 20, 345
13/05/2019, Príbram, 7, 1015, 17, 269
13/05/2019, Datong, 17, 1008, 29, 220
13/05/2019, Orlová, 44, 1037, 9, 318
13/05/2019, Savannakhét, 7, 942, 18, 316
13/05/2019, Huangsha, 39, 969, 6, 268
13/05/2019, Wongsorejo, 32, 1016, 17, 205
13/05/2019, Krížová, -4, 977, 31, 250
13/05/2019, Belyy Yar, 35, 931, 21, 240
13/05/2019, Reading, -2, 990, 21, 355
13/05/2019, Niquelândia, 39, 992, 1, 211
13/05/2019, Semirara, 9, 910, 30, 346
13/05/2019, Zhangjiahe, 25, 1010, 27, 334
13/05/2019, Dashiqiao, 44, 976, 18, 149
13/05/2019, Bezhta, 22, 994, 7, 311
13/05/2019, Mogok, 24, 924, 25, 330
13/05/2019, Shagedu, 33, 993, 2, 221
13/05/2019, Guanjiabao, 20, 1011, 6, 83
13/05/2019, Timaru, 41, 979, 30, 3
13/05/2019, Portsmouth, 28, 923, 31, 27
13/05/2019, Créteil, 4, 1029, 20, 61
13/05/2019, Jirja, 19, 977, 1, 108
13/05/2019, Ulimonong, 25, 1038, 29, 119
13/05/2019, Valdivia, 31, 966, 9, 123
13/05/2019, Tangub, 18, 948, 3, 87
13/05/2019, Jiulian, -4, 978, 4, 18
13/05/2019, Glad, -2, 958, 24, 329
13/05/2019, Dukou, 7, 987, 31, 330
13/05/2019, Haduohe, 1, 932, 14, 225
13/05/2019, Samsan, 5, 918, 3, 245
13/05/2019, Las Piñas, 35, 912, 21, 10
13/05/2019, Yoshii, 28, 1023, 15, 257
13/05/2019, Harper, 9, 976, 23, 164
13/05/2019, Qingsong, 19, 918, 4, 82
13/05/2019, Kuloy, 40, 1032, 30, 243
13/05/2019, Casigua El Cubo, 3, 910, 19, 276
13/05/2019, Boston, 37, 1028, 27, 285
13/05/2019, Croix, 38, 910, 19, 174
13/05/2019, Lolodorf, 15, 933, 17, 290
14/05/2019, Guandu, 0, 973, 4, 94
14/05/2019, Barbacena, 33, 955, 12, 54
14/05/2019, Stockholm, 32, 972, 17, 154
14/05/2019, Aldeia, 0, 967, 26, 243
14/05/2019, Bachowice, 4, 973, 17, 329
14/05/2019, Marija Bistrica, 28, 1034, 26, 50
14/05/2019, Lille, 42, 930, 8, 334
14/05/2019, Hufang, 0, 907, 18, 351
14/05/2019, Gaotang, 41, 903, 31, 4
14/05/2019, Bechlín, 27, 945, 31, 66
14/05/2019, Tuapukan, 5, 971, 7, 321
14/05/2019, Rybache, 13, 930, 3, 310
14/05/2019, Soutelo, -4, 933, 25, 144
14/05/2019, Ciudad Nueva, 36, 1024, 24, 220
14/05/2019, London, 24, 1013, 7, 321
14/05/2019, Rognedino, 39, 918, 19, 223
14/05/2019, Chinchero, 0, 901, 18, 350
14/05/2019, Smarhon’, 38, 906, 5, 63
14/05/2019, Novoaltaysk, 25, 934, 28, 350
14/05/2019, Longtang, 42, 1026, 18, 99
14/05/2019, Liliongan, 16, 1005, 12, 95
14/05/2019, Belusovka, 36, 960, 17, 184
14/05/2019, Banepa, 10, 934, 14, 57
14/05/2019, Merke, 0, 1018, 1, 290
14/05/2019, Jeziorany, -2, 906, 2, 69
14/05/2019, Kindersley, 36, 997, 21, 23
14/05/2019, Corralillo, 10, 976, 14, 39
14/05/2019, Perovo, 26, 912, 14, 76
14/05/2019, Cigaleuh Kulon, 12, 918, 2, 92
14/05/2019, Padaimut, -3, 926, 8, 253
14/05/2019, Atsugi, 10, 957, 4, 340
14/05/2019, Podgornoye, 32, 965, 8, 337
14/05/2019, Toledo, 39, 954, 27, 238
14/05/2019, San Pedro, -1, 1002, 12, 217
14/05/2019, Príbram, 10, 912, 9, 120
14/05/2019, Datong, 7, 1012, 2, 130
14/05/2019, Orlová, 22, 983, 7, 185
14/05/2019, Savannakhét, 44, 907, 4, 323
14/05/2019, Huangsha, 5, 988, 9, 335
14/05/2019, Wongsorejo, -3, 939, 25, 319
14/05/2019, Krížová, 14, 961, 9, 162
14/05/2019, Belyy Yar, 9, 900, 9, 138
14/05/2019, Reading, 37, 992, 8, 333
14/05/2019, Niquelândia, 3, 942, 30, 62
14/05/2019, Semirara, 15, 1035, 2, 216
14/05/2019, Zhangjiahe, 20, 1015, 7, 86
14/05/2019, Dashiqiao, 10, 1030, 26, 141
14/05/2019, Bezhta, 4, 996, 20, 341
14/05/2019, Mogok, 43, 1038, 0, 54
14/05/2019, Shagedu, 34, 948, 7, 329
14/05/2019, Guanjiabao, 16, 915, 15, 99
14/05/2019, Timaru, 23, 990, 20, 223
14/05/2019, Portsmouth, 3, 1039, 13, 89
14/05/2019, Créteil, 29, 945, 9, 22
14/05/2019, Jirja, 36, 977, 4, 209
14/05/2019, Ulimonong, -3, 925, 19, 32
14/05/2019, Valdivia, 4, 988, 20, 271
14/05/2019, Tangub, 26, 987, 12, 303
14/05/2019, Jiulian, 34, 1024, 30, 203
14/05/2019, Glad, 20, 922, 20, 230
14/05/2019, Dukou, 19, 973, 8, 100
14/05/2019, Haduohe, 23, 959, 24, 156
14/05/2019, Samsan, 44, 1003, 20, 118
14/05/2019, Las Piñas, 3, 1019, 12, 224
14/05/2019, Yoshii, -1, 951, 20, 312
14/05/2019, Harper, 17, 944, 13, 24
14/05/2019, Qingsong, 27, 958, 2, 275
14/05/2019, Kuloy, 32, 1012, 31, 13
14/05/2019, Casigua El Cubo, 1, 936, 3, 108
14/05/2019, Boston, 6, 920, 3, 78
14/05/2019, Croix, 16, 1037, 27, 69
14/05/2019, Lolodorf, 20, 911, 31, 298
15/05/2019, Guandu, 21, 972, 25, 176
15/05/2019, Barbacena, 15, 914, 16, 174
15/05/2019, Stockholm, 23, 1009, 9, 149
15/05/2019, Aldeia, 20, 917, 15, 34
15/05/2019, Bachowice, 44, 994, 30, 199
15/05/2019, Marija Bistrica, 1, 1026, 9, 312
15/05/2019, Lille, 16, 1033, 1, 191
15/05/2019, Hufang, -3, 973, 25, 246
15/05/2019, Gaotang, 39, 927, 17, 145
15/05/2019, Bechlín, -4, 1005, 1, 93
15/05/2019, Tuapukan, -1, 977, 18, 262
15/05/2019, Rybache, 17, 971, 12, 267
15/05/2019, Soutelo, 38, 936, 27, 107
15/05/2019, Ciudad Nueva, 5, 1036, 12, 313
15/05/2019, London, 29, 943, 22, 282
15/05/2019, Rognedino, 12, 1011, 29, 59
15/05/2019, Chinchero, 43, 990, 0, 207
15/05/2019, Smarhon’, 37, 991, 4, 264
15/05/2019, Novoaltaysk, 15, 1004, 15, 346
15/05/2019, Longtang, 39, 975, 22, 39
15/05/2019, Liliongan, 38, 920, 19, 142
15/05/2019, Belusovka, -1, 934, 11, 5
15/05/2019, Banepa, 11, 952, 23, 83
15/05/2019, Merke, 34, 916, 16, 345
15/05/2019, Jeziorany, 30, 1007, 27, 298
15/05/2019, Kindersley, 36, 1011, 1, 50
15/05/2019, Corralillo, 44, 1001, 24, 96
15/05/2019, Perovo, 34, 973, 12, 332
15/05/2019, Cigaleuh Kulon, 2, 993, 24, 215
15/05/2019, Padaimut, 39, 903, 4, 271
15/05/2019, Atsugi, 8, 1016, 19, 249
15/05/2019, Podgornoye, 33, 922, 10, 12
15/05/2019, Toledo, 43, 970, 28, 204
15/05/2019, San Pedro, -4, 995, 23, 332
15/05/2019, Príbram, 23, 903, 13, 32
15/05/2019, Datong, 19, 1026, 0, 47
15/05/2019, Orlová, 24, 1010, 0, 337
15/05/2019, Savannakhét, 24, 921, 14, 149
15/05/2019, Huangsha, -2, 1029, 24, 27
15/05/2019, Wongsorejo, 2, 939, 6, 60
15/05/2019, Krížová, 26, 919, 4, 176
15/05/2019, Belyy Yar, 10, 1009, 31, 219
15/05/2019, Reading, 19, 984, 9, 32
15/05/2019, Niquelândia, 43, 1035, 22, 300
15/05/2019, Semirara, 17, 944, 19, 62
15/05/2019, Zhangjiahe, 6, 918, 5, 7
15/05/2019, Dashiqiao, 36, 923, 14, 256
15/05/2019, Bezhta, 28, 1001, 0, 208
15/05/2019, Mogok, 13, 1024, 30, 183
15/05/2019, Shagedu, 23, 960, 24, 255
15/05/2019, Guanjiabao, 24, 901, 29, 308
15/05/2019, Timaru, -3, 1037, 15, 19
15/05/2019, Portsmouth, 32, 925, 23, 342
15/05/2019, Créteil, -1, 935, 25, 191
15/05/2019, Jirja, 17, 952, 23, 330
15/05/2019, Ulimonong, 11, 996, 1, 75
15/05/2019, Valdivia, 0, 988, 30, 86
15/05/2019, Tangub, 10, 956, 9, 223
15/05/2019, Jiulian, 36, 1007, 17, 355
15/05/2019, Glad, 9, 946, 4, 305
15/05/2019, Dukou, -4, 1018, 12, 77
15/05/2019, Haduohe, 17, 1037, 3, 329
15/05/2019, Samsan, 9, 915, 15, 96
15/05/2019, Las Piñas, 17, 921, 5, 83
15/05/2019, Yoshii, 37, 969, 2, 53
15/05/2019, Harper, 16, 957, 2, 24
15/05/2019, Qingsong, 24, 939, 27, 19
15/05/2019, Kuloy, 17, 902, 20, 290
15/05/2019, Casigua El Cubo, 25, 971, 31, 231
15/05/2019, Boston, 26, 1018, 21, 44
15/05/2019, Croix, 5, 945, 31, 11
15/05/2019, Lolodorf, 39, 926, 22, 173
16/05/2019, Guandu, 24, 1038, 22, 32
16/05/2019, Barbacena, 9, 1007, 5, 55
16/05/2019, Stockholm, -4, 1023, 14, 331
16/05/2019, Aldeia, 35, 1014, 14, 240
16/05/2019, Bachowice, -1, 1002, 24, 318
16/05/2019, Marija Bistrica, 2, 941, 18, 14
16/05/2019, Lille, 33, 1009, 2, 241
16/05/2019, Hufang, 25, 906, 30, 272
16/05/2019, Gaotang, 27, 1002, 9, 249
16/05/2019, Bechlín, 24, 964, 30, 235
16/05/2019, Tuapukan, 15, 1026, 12, 337
16/05/2019, Rybache, 42, 1017, 19, 284
16/05/2019, Soutelo, 23, 925, 8, 352
16/05/2019, Ciudad Nueva, 4, 1020, 7, 320
16/05/2019, London, 34, 961, 4, 250
16/05/2019, Rognedino, 39, 902, 0, 87
16/05/2019, Chinchero, 26, 903, 9, 284
16/05/2019, Smarhon’, 36, 925, 11, 124
16/05/2019, Novoaltaysk, -4, 922, 22, 315
16/05/2019, Longtang, 35, 957, 16, 351
16/05/2019, Liliongan, 32, 926, 27, 51
16/05/2019, Belusovka, -1, 1033, 16, 358
16/05/2019, Banepa, 19, 968, 16, 130
16/05/2019, Merke, 27, 934, 23, 89
16/05/2019, Jeziorany, 31, 904, 11, 343
16/05/2019, Kindersley, 24, 905, 31, 41
16/05/2019, Corralillo, -1, 908, 29, 8
16/05/2019, Perovo, 6, 942, 8, 140
16/05/2019, Cigaleuh Kulon, 25, 904, 7, 356
16/05/2019, Padaimut, 18, 956, 19, 135
16/05/2019, Atsugi, 27, 961, 27, 147
16/05/2019, Podgornoye, -4, 960, 7, 268
16/05/2019, Toledo, 6, 1033, 13, 118
16/05/2019, San Pedro, 26, 943, 25, 259
16/05/2019, Príbram, 6, 974, 29, 220
16/05/2019, Datong, 22, 969, 15, 274
16/05/2019, Orlová, 42, 1018, 19, 91
16/05/2019, Savannakhét, 9, 939, 30, 341
16/05/2019, Huangsha, 6, 983, 9, 246
16/05/2019, Wongsorejo, 40, 1021, 29, 283
16/05/2019, Krížová, 40, 1000, 27, 351
16/05/2019, Belyy Yar, -4, 906, 27, 307
16/05/2019, Reading, 32, 1039, 31, 178
16/05/2019, Niquelândia, 13, 1007, 10, 282
16/05/2019, Semirara, 41, 981, 6, 118
16/05/2019, Zhangjiahe, 22, 1008, 5, 340
16/05/2019, Dashiqiao, 28, 924, 2, 275
16/05/2019, Bezhta, 36, 949, 31, 218
16/05/2019, Mogok, 13, 993, 11, 346
16/05/2019, Shagedu, 37, 910, 29, 115
16/05/2019, Guanjiabao, 29, 902, 30, 5
16/05/2019, Timaru, 8, 974, 14, 87
16/05/2019, Portsmouth, 15, 934, 14, 95
16/05/2019, Créteil, 3, 1026, 7, 74
16/05/2019, Jirja, 15, 974, 28, 200
16/05/2019, Ulimonong, 30, 1023, 24, 133
16/05/2019, Valdivia, 10, 1002, 31, 288
16/05/2019, Tangub, 35, 989, 24, 158
16/05/2019, Jiulian, 28, 928, 28, 228
16/05/2019, Glad, 16, 975, 21, 225
16/05/2019, Dukou, -4, 997, 10, 242
16/05/2019, Haduohe, 8, 1032, 20, 320
16/05/2019, Samsan, 41, 913, 21, 156
16/05/2019, Las Piñas, 10, 995, 12, 185
16/05/2019, Yoshii, 26, 930, 21, 240
16/05/2019, Harper, 9, 999, 30, 23
16/05/2019, Qingsong, 10, 931, 22, 12
16/05/2019, Kuloy, 32, 1004, 16, 71
16/05/2019, Casigua El Cubo, 35, 944, 30, 153
16/05/2019, Boston, -2, 955, 18, 311
16/05/2019, Croix, 42, 927, 5, 202
16/05/2019, Lolodorf, 41, 900, 21, 112
17/05/2019, Guandu, 37, 915, 26, 246
17/05/2019, Barbacena, 29, 947, 26, 269
17/05/2019, Stockholm, -1, 912, 11, 111
17/05/2019, Aldeia, 8, 969, 3, 299
17/05/2019, Bachowice, 27, 990, 23, 348
17/05/2019, Marija Bistrica, 37, 925, 10, 324
17/05/2019, Lille, 12, 995, 14, 236
17/05/2019, Hufang, 5, 920, 24, 199
17/05/2019, Gaotang, 39, 1000, 7, 136
17/05/2019, Bechlín, 34, 954, 8, 111
17/05/2019, Tuapukan, 35, 973, 2, 186
17/05/2019, Rybache, 17, 953, 9, 353
17/05/2019, Soutelo, -2, 1009, 30, 15
17/05/2019, Ciudad Nueva, 1, 1024, 15, 169
17/05/2019, London, 37, 1017, 14, 311
17/05/2019, Rognedino, 10, 986, 14, 71
17/05/2019, Chinchero, 13, 952, 3, 194
17/05/2019, Smarhon’, 18, 996, 29, 22
17/05/2019, Novoaltaysk, 26, 970, 29, 287
17/05/2019, Longtang, 20, 964, 12, 1
17/05/2019, Liliongan, 29, 902, 10, 231
17/05/2019, Belusovka, -4, 964, 21, 192
17/05/2019, Banepa, 1, 996, 30, 36
17/05/2019, Merke, 26, 1012, 27, 349
17/05/2019, Jeziorany, 21, 905, 18, 333
17/05/2019, Kindersley, 20, 994, 22, 245
17/05/2019, Corralillo, -3, 914, 5, 80
17/05/2019, Perovo, 9, 1008, 17, 166
17/05/2019, Cigaleuh Kulon, 1, 923, 23, 352
17/05/2019, Padaimut, 23, 1023, 8, 348
17/05/2019, Atsugi, 22, 909, 19, 208
17/05/2019, Podgornoye, 0, 1017, 5, 165
17/05/2019, Toledo, 18, 1033, 11, 280
17/05/2019, San Pedro, 11, 1012, 27, 273
17/05/2019, Príbram, 38, 980, 18, 55
17/05/2019, Datong, 29, 947, 11, 113
17/05/2019, Orlová, 14, 901, 7, 191
17/05/2019, Savannakhét, 22, 986, 9, 118
17/05/2019, Huangsha, 9, 978, 9, 229
17/05/2019, Wongsorejo, 26, 1000, 2, 122
17/05/2019, Krížová, 13, 937, 13, 262
17/05/2019, Belyy Yar, 19, 967, 4, 167
17/05/2019, Reading, 32, 951, 2, 167
17/05/2019, Niquelândia, 6, 1026, 9, 258
17/05/2019, Semirara, 1, 959, 2, 4
17/05/2019, Zhangjiahe, 28, 964, 0, 115
17/05/2019, Dashiqiao, 15, 994, 22, 63
17/05/2019, Bezhta, -3, 906, 13, 66
17/05/2019, Mogok, 41, 974, 0, 249
17/05/2019, Shagedu, 43, 926, 18, 188
17/05/2019, Guanjiabao, 22, 967, 22, 93
17/05/2019, Timaru, 28, 912, 20, 163
17/05/2019, Portsmouth, -1, 1034, 3, 7
17/05/2019, Créteil, 16, 937, 21, 288
17/05/2019, Jirja, 33, 1006, 25, 202
17/05/2019, Ulimonong, 29, 970, 12, 38
17/05/2019, Valdivia, 13, 932, 17, 209
17/05/2019, Tangub, 25, 954, 22, 7
17/05/2019, Jiulian, 34, 1010, 19, 220
17/05/2019, Glad, 21, 914, 16, 339
17/05/2019, Dukou, 0, 943, 0, 204
17/05/2019, Haduohe, 6, 901, 22, 36
17/05/2019, Samsan, 14, 1016, 24, 201
17/05/2019, Las Piñas, 38, 902, 26, 212
17/05/2019, Yoshii, 1, 937, 21, 96
17/05/2019, Harper, 13, 921, 4, 319
17/05/2019, Qingsong, 43, 914, 15, 103
17/05/2019, Kuloy, 4, 983, 29, 308
17/05/2019, Casigua El Cubo, 2, 900, 16, 196
17/05/2019, Boston, 22, 1035, 11, 188
17/05/2019, Croix, 5, 935, 9, 240
17/05/2019, Lolodorf, 22, 905, 15, 272
18/05/2019, Guandu, 38, 940, 8, 109
18/05/2019, Barbacena, -2, 919, 5, 268
18/05/2019, Stockholm, 30, 996, 31, 307
18/05/2019, Aldeia, 0, 918, 19, 192
18/05/2019, Bachowice, 19, 1016, 23, 244
18/05/2019, Marija Bistrica, 21, 1008, 25, 184
18/05/2019, Lille, 16, 965, 25, 33
18/05/2019, Hufang, 44, 963, 9, 261
18/05/2019, Gaotang, 32, 1029, 31, 101
18/05/2019, Bechlín, 16, 902, 17, 257
18/05/2019, Tuapukan, 31, 1008, 3, 285
18/05/2019, Rybache, -2, 923, 4, 352
18/05/2019, Soutelo, -1, 1032, 21, 31
18/05/2019, Ciudad Nueva, 2, 998, 9, 156
18/05/2019, London, 18, 929, 28, 287
18/05/2019, Rognedino, 3, 917, 27, 27
18/05/2019, Chinchero, 39, 916, 24, 322
18/05/2019, Smarhon’, 38, 946, 6, 149
18/05/2019, Novoaltaysk, 1, 957, 30, 336
18/05/2019, Longtang, 29, 944, 20, 277
18/05/2019, Liliongan, -3, 985, 13, 317
18/05/2019, Belusovka, 0, 961, 7, 208
18/05/2019, Banepa, 42, 961, 6, 337
18/05/2019, Merke, 31, 978, 19, 319
18/05/2019, Jeziorany, 30, 927, 31, 353
18/05/2019, Kindersley, 24, 1013, 20, 34
18/05/2019, Corralillo, 34, 933, 8, 265
18/05/2019, Perovo, 14, 997, 28, 232
18/05/2019, Cigaleuh Kulon, -4, 1029, 17, 332
18/05/2019, Padaimut, 34, 1001, 24, 152
18/05/2019, Atsugi, 23, 957, 15, 175
18/05/2019, Podgornoye, 13, 957, 4, 240
18/05/2019, Toledo, 20, 908, 14, 264
18/05/2019, San Pedro, 43, 937, 27, 203
18/05/2019, Príbram, 40, 970, 29, 208
18/05/2019, Datong, 8, 923, 2, 292
18/05/2019, Orlová, 31, 1016, 22, 197
18/05/2019, Savannakhét, 32, 968, 3, 22
18/05/2019, Huangsha, 28, 1038, 11, 262
18/05/2019, Wongsorejo, 17, 926, 11, 342
18/05/2019, Krížová, 15, 981, 29, 291
18/05/2019, Belyy Yar, 20, 948, 28, 70
18/05/2019, Reading, 34, 1015, 4, 331
18/05/2019, Niquelândia, -3, 934, 22, 80
18/05/2019, Semirara, 7, 1010, 7, 323
18/05/2019, Zhangjiahe, 29, 1000, 29, 301
18/05/2019, Dashiqiao, 36, 1008, 5, 283
18/05/2019, Bezhta, 23, 916, 19, 234
18/05/2019, Mogok, 40, 1020, 14, 47
18/05/2019, Shagedu, 32, 1037, 24, 38
18/05/2019, Guanjiabao, 23, 967, 3, 73
18/05/2019, Timaru, 39, 978, 0, 198
18/05/2019, Portsmouth, 41, 995, 2, 90
18/05/2019, Créteil, 13, 961, 21, 304
18/05/2019, Jirja, 1, 943, 3, 3
18/05/2019, Ulimonong, 4, 980, 3, 121
18/05/2019, Valdivia, 4, 996, 16, 58
18/05/2019, Tangub, 6, 959, 17, 83
18/05/2019, Jiulian, 33, 948, 2, 204
18/05/2019, Glad, 5, 977, 4, 340
18/05/2019, Dukou, 41, 1025, 16, 176
18/05/2019, Haduohe, 19, 1002, 13, 277
18/05/2019, Samsan, -3, 920, 9, 189
18/05/2019, Las Piñas, 14, 947, 15, 65
18/05/2019, Yoshii, 2, 948, 0, 291
18/05/2019, Harper, 40, 909, 20, 185
18/05/2019, Qingsong, -3, 940, 5, 61
18/05/2019, Kuloy, -1, 954, 14, 117
18/05/2019, Casigua El Cubo, 11, 912, 18, 189
18/05/2019, Boston, 40, 963, 8, 30
18/05/2019, Croix, 18, 961, 8, 262
18/05/2019, Lolodorf, 15, 951, 17, 66
19/05/2019, Guandu, 37, 901, 22, 58
19/05/2019, Barbacena, 9, 985, 13, 212
19/05/2019, Stockholm, 24, 1007, 9, 317
19/05/2019, Aldeia, 27, 920, 14, 29
19/05/2019, Bachowice, 1, 1019, 19, 34
19/05/2019, Marija Bistrica, 17, 911, 24, 353
19/05/2019, Lille, 13, 927, 29, 226
19/05/2019, Hufang, 8, 932, 12, 210
19/05/2019, Gaotang, 22, 900, 20, 38
19/05/2019, Bechlín, 11, 1026, 29, 133
19/05/2019, Tuapukan, 21, 964, 23, 150
19/05/2019, Rybache, 0, 1024, 20, 234
19/05/2019, Soutelo, 43, 989, 1, 355
19/05/2019, Ciudad Nueva, 14, 955, 9, 323
19/05/2019, London, 27, 1023, 19, 6
19/05/2019, Rognedino, 14, 983, 29, 285
19/05/2019, Chinchero, 6, 921, 16, 50
19/05/2019, Smarhon’, 7, 965, 7, 10
19/05/2019, Novoaltaysk, 24, 1016, 31, 157
19/05/2019, Longtang, 42, 964, 20, 267
19/05/2019, Liliongan, 14, 950, 10, 347
19/05/2019, Belusovka, 43, 1012, 2, 0
19/05/2019, Banepa, 34, 928, 11, 312
19/05/2019, Merke, 30, 1028, 15, 119
19/05/2019, Jeziorany, 12, 1023, 27, 117
19/05/2019, Kindersley, 0, 949, 27, 253
19/05/2019, Corralillo, 27, 1033, 7, 186
19/05/2019, Perovo, 18, 962, 4, 33
19/05/2019, Cigaleuh Kulon, 38, 940, 25, 35
19/05/2019, Padaimut, 24, 1006, 14, 43
19/05/2019, Atsugi, 22, 975, 17, 77
19/05/2019, Podgornoye, 16, 1033, 11, 138
19/05/2019, Toledo, 22, 967, 18, 355
19/05/2019, San Pedro, 37, 956, 23, 12
19/05/2019, Príbram, -1, 928, 13, 251
19/05/2019, Datong, 40, 1028, 28, 289
19/05/2019, Orlová, 9, 979, 21, 222
19/05/2019, Savannakhét, 41, 1039, 9, 111
19/05/2019, Huangsha, 20, 1017, 1, 96
19/05/2019, Wongsorejo, 5, 995, 13, 72
19/05/2019, Krížová, 8, 1014, 23, 315
19/05/2019, Belyy Yar, 19, 900, 2, 7
19/05/2019, Reading, 17, 943, 19, 245
19/05/2019, Niquelândia, 20, 987, 27, 235
19/05/2019, Semirara, 3, 917, 5, 338
19/05/2019, Zhangjiahe, 21, 924, 29, 93
19/05/2019, Dashiqiao, 12, 946, 18, 202
19/05/2019, Bezhta, 35, 935, 22, 241
19/05/2019, Mogok, 34, 1029, 29, 158
19/05/2019, Shagedu, -3, 1039, 27, 101
19/05/2019, Guanjiabao, 9, 920, 24, 332
19/05/2019, Timaru, 22, 1033, 30, 49
19/05/2019, Portsmouth, 42, 977, 28, 238
19/05/2019, Créteil, 23, 981, 11, 141
19/05/2019, Jirja, 24, 1013, 3, 350
19/05/2019, Ulimonong, 25, 977, 1, 300
19/05/2019, Valdivia, 20, 1024, 21, 351
19/05/2019, Tangub, 18, 986, 26, 175
19/05/2019, Jiulian, 14, 909, 15, 171
19/05/2019, Glad, 39, 1018, 11, 57
19/05/2019, Dukou, 8, 917, 4, 306
19/05/2019, Haduohe, 38, 963, 31, 102
19/05/2019, Samsan, 31, 1030, 10, 153
19/05/2019, Las Piñas, 8, 901, 19, 215
19/05/2019, Yoshii, 41, 949, 6, 339
19/05/2019, Harper, -2, 1010, 24, 56
19/05/2019, Qingsong, 32, 1001, 7, 266
19/05/2019, Kuloy, -3, 938, 31, 15
19/05/2019, Casigua El Cubo, 20, 1009, 11, 130
19/05/2019, Boston, 42, 959, 21, 296
19/05/2019, Croix, 34, 940, 14, 196
19/05/2019, Lolodorf, 34, 1001, 10, 13
20/05/2019, Guandu, 30, 935, 8, 319
20/05/2019, Barbacena, 36, 932, 17, 201
20/05/2019, Stockholm, -1, 1030, 10, 179
20/05/2019, Aldeia, 29, 1010, 0, 38
20/05/2019, Bachowice, 10, 975, 28, 190
20/05/2019, Marija Bistrica, 32, 1020, 27, 256
20/05/2019, Lille, 19, 964, 22, 150
20/05/2019, Hufang, 35, 901, 3, 8
20/05/2019, Gaotang, 26, 966, 18, 91
20/05/2019, Bechlín, 17, 1031, 31, 233
20/05/2019, Tuapukan, 7, 942, 9, 12
20/05/2019, Rybache, 23, 947, 25, 302
20/05/2019, Soutelo, 35, 947, 20, 139
20/05/2019, Ciudad Nueva, 26, 960, 11, 144
20/05/2019, London, 38, 924, 26, 243
20/05/2019, Rognedino, 6, 916, 0, 160
20/05/2019, Chinchero, 0, 967, 17, 319
20/05/2019, Smarhon’, 18, 1011, 17, 309
20/05/2019, Novoaltaysk, -4, 929, 1, 177
20/05/2019, Longtang, 4, 928, 31, 200
20/05/2019, Liliongan, 22, 909, 31, 276
20/05/2019, Belusovka, 2, 931, 14, 141
20/05/2019, Banepa, 7, 987, 8, 335
20/05/2019, Merke, 10, 963, 5, 187
20/05/2019, Jeziorany, 33, 1020, 20, 160
20/05/2019, Kindersley, 10, 1023, 11, 286
20/05/2019, Corralillo, 7, 1034, 4, 224
20/05/2019, Perovo, 5, 907, 9, 148
20/05/2019, Cigaleuh Kulon, 21, 915, 13, 88
20/05/2019, Padaimut, 35, 927, 2, 149
20/05/2019, Atsugi, 11, 1023, 28, 4
20/05/2019, Podgornoye, -2, 1001, 8, 3
20/05/2019, Toledo, 38, 952, 10, 9
20/05/2019, San Pedro, 35, 981, 14, 49
20/05/2019, Príbram, 2, 1037, 6, 297
20/05/2019, Datong, 9, 1014, 10, 3
20/05/2019, Orlová, 35, 973, 10, 96
20/05/2019, Savannakhét, 30, 1028, 5, 185
20/05/2019, Huangsha, 34, 1038, 11, 256
20/05/2019, Wongsorejo, 17, 970, 16, 323
20/05/2019, Krížová, -3, 1016, 12, 40
20/05/2019, Belyy Yar, 3, 1038, 0, 59
20/05/2019, Reading, 13, 1036, 14, 15
20/05/2019, Niquelândia, 15, 968, 6, 42
20/05/2019, Semirara, 39, 1017, 11, 195
20/05/2019, Zhangjiahe, 17, 1029, 31, 6
20/05/2019, Dashiqiao, 5, 1023, 4, 135
20/05/2019, Bezhta, 12, 998, 30, 31
20/05/2019, Mogok, 9, 972, 0, 170
20/05/2019, Shagedu, 30, 902, 1, 266
20/05/2019, Guanjiabao, 28, 932, 17, 17
20/05/2019, Timaru, 0, 933, 15, 156
20/05/2019, Portsmouth, 39, 994, 11, 86
20/05/2019, Créteil, -4, 972, 19, 54
20/05/2019, Jirja, 2, 1002, 15, 275
20/05/2019, Ulimonong, -2, 998, 15, 52
20/05/2019, Valdivia, 37, 1005, 8, 175
20/05/2019, Tangub, 1, 1011, 6, 291
20/05/2019, Jiulian, -2, 908, 9, 348
20/05/2019, Glad, -2, 995, 24, 230
20/05/2019, Dukou, 36, 910, 21, 243
